Model,Learning Rate,  Batch Size, Train Loss,         Validation Loss,      mIoU,                Augmentation
UNet,   0.001,          5,        0.7688410981113695,  1.093339761646912,   0.41532834534241075,   True




Class_1,0.22756857275685727
Class_2,0.47386461011139674
Class_3,0.3088709677419355
Class_4,0.006172839506172839
Class_5,0.15369440459110473
Class_6,0.26710581808687966
Class_7,0.7423292400898993
Class_8,0.9125552502687851
Class_9,0.6049382716049383
Class_10,0.8601977408236685
Class_11,0.7922347892172202
Class_12,0.2319879919946631
Class_13,0.20539254559873116
Class_14,0.28229166666666666
Class_15,0.1607204710772428
